date,year,month,period,region,customer_segment,product_category,product_id,units_sold,list_price,net_price,discount_pct,cost_per_unit,gross_margin_pct,revenue,gross_profit,marketing_campaign_flag,marketing_spend,competitor_price_index,category_market_index,inflation_index,season_index,order_frequency,_true_elasticity
2024-02-01,2024,2,14,Midwest,Distributors,Residential Filters,RES-002,2,34.47,33.05,0.0412,23.11,0.3009,66.11,19.89,0,0.0,1.0561,0.9935,1.0264,0.8441,6.023,-1.8975
2024-03-01,2024,3,15,Midwest,Distributors,Residential Filters,RES-002,4,32.04,29.74,0.0719,23.11,0.2229,118.95,26.52,1,20422.7,1.056,0.9925,1.0326,0.91,7.236,-1.8975
2024-04-01,2024,4,16,Midwest,Distributors,Residential Filters,RES-002,4,37.06,32.56,0.1214,23.11,0.2903,130.24,37.8,1,3440.97,1.0335,1.0323,1.0352,1.0,6.507,-1.8975
2024-05-01,2024,5,17,Midwest,Distributors,Residential Filters,RES-002,3,37.91,33.78,0.1089,23.11,0.316,101.35,32.02,0,0.0,1.0356,0.9967,1.0389,1.09,3.491,-1.8975
2024-06-01,2024,6,18,Midwest,Distributors,Residential Filters,RES-002,2,40.64,35.22,0.1333,23.11,0.3439,70.44,24.22,0,0.0,1.0298,0.9647,1.0347,1.1559,5.827,-1.8975
2024-07-01,2024,7,19,Midwest,Distributors,Residential Filters,RES-002,4,35.13,31.92,0.0914,23.11,0.276,127.67,35.23,1,18056.69,0.9997,0.9983,1.0395,1.18,5.726,-1.8975
2024-08-01,2024,8,20,Midwest,Distributors,Residential Filters,RES-002,3,35.81,33.79,0.0563,23.11,0.3162,101.38,32.06,0,0.0,1.0127,0.9716,1.0516,1.1559,4.943,-1.8975
2024-09-01,2024,9,21,Midwest,Distributors,Residential Filters,RES-002,3,37.01,35.65,0.0368,23.11,0.3518,106.94,37.62,0,0.0,0.9972,0.9737,1.0463,1.09,4.817,-1.8975
2024-10-01,2024,10,22,Midwest,Distributors,Residential Filters,RES-002,2,42.9,38.42,0.1043,23.11,0.3986,76.85,30.63,0,0.0,1.0185,0.955,1.041,1.0,7.266,-1.8975
2024-11-01,2024,11,23,Midwest,Distributors,Residential Filters,RES-002,3,35.29,30.78,0.1278,23.11,0.2493,92.34,23.02,0,0.0,1.0512,0.9779,1.0452,0.91,5.404,-1.8975
2024-12-01,2024,12,24,Midwest,Distributors,Residential Filters,RES-002,3,36.58,34.52,0.0561,23.11,0.3307,103.57,34.25,1,5659.08,0.9602,0.9722,1.0391,0.8441,4.33,-1.8975
2025-01-01,2025,1,25,Midwest,Distributors,Residential Filters,RES-002,3,37.22,35.18,0.0548,23.11,0.3431,105.53,36.2,0,0.0,0.9641,0.9608,1.0437,0.82,5.391,-1.8975
2025-02-01,2025,2,26,Midwest,Distributors,Residential Filters,RES-002,2,42.3,41.16,0.027,23.11,0.4385,82.31,36.09,0,0.0,0.9839,0.9635,1.0575,0.8441,2.558,-1.8975
2025-03-01,2025,3,27,Midwest,Distributors,Residential Filters,RES-002,2,38.12,36.12,0.0525,23.11,0.3602,72.23,26.01,0,0.0,0.9956,0.9921,1.0542,0.91,4.106,-1.8975
2025-04-01,2025,4,28,Midwest,Distributors,Residential Filters,RES-002,3,39.04,33.69,0.1371,23.11,0.3141,101.07,31.74,0,0.0,1.0082,0.9534,1.0595,1.0,4.783,-1.8975
2025-05-01,2025,5,29,Midwest,Distributors,Residential Filters,RES-002,3,35.39,33.91,0.0417,23.11,0.3186,101.74,32.42,0,0.0,1.0103,0.954,1.0582,1.09,6.341,-1.8975
2025-06-01,2025,6,30,Midwest,Distributors,Residential Filters,RES-002,2,39.66,35.01,0.1173,23.11,0.3399,70.02,23.8,0,0.0,0.9646,0.8903,1.0611,1.1559,7.467,-1.8975
2025-07-01,2025,7,31,Midwest,Distributors,Residential Filters,RES-002,3,37.79,37.09,0.0185,23.11,0.377,111.27,41.95,1,20038.69,0.987,0.9397,1.0612,1.18,6.326,-1.8975
2025-08-01,2025,8,32,Midwest,Distributors,Residential Filters,RES-002,3,39.27,35.76,0.0892,23.11,0.3538,107.29,37.96,0,0.0,0.9985,0.9676,1.0583,1.1559,6.447,-1.8975
2025-09-01,2025,9,33,Midwest,Distributors,Residential Filters,RES-002,4,39.17,34.63,0.1158,23.11,0.3327,138.52,46.09,1,12165.89,0.9537,0.9361,1.0698,1.09,8.069,-1.8975
2025-10-01,2025,10,34,Midwest,Distributors,Residential Filters,RES-002,3,33.49,31.45,0.0611,23.11,0.2652,94.34,25.02,0,0.0,0.9464,0.9529,1.0774,1.0,7.294,-1.8975
2025-11-01,2025,11,35,Midwest,Distributors,Residential Filters,RES-002,3,40.26,35.66,0.1144,23.11,0.3519,106.97,37.65,1,17020.92,1.0146,1.0104,1.0713,0.91,4.532,-1.8975
2025-12-01,2025,12,36,Midwest,Distributors,Residential Filters,RES-002,2,36.9,34.47,0.0657,23.11,0.3297,68.94,22.73,0,0.0,1.0126,1.0033,1.0766,0.8441,5.952,-1.8975
2023-01-01,2023,1,1,Midwest,Distributors,Residential Filters,RES-003,3,28.56,26.81,0.0613,18.82,0.2979,80.43,23.96,1,20970.52,1.0594,1.0418,1.0014,0.82,6.39,-1.8975
2023-02-01,2023,2,2,Midwest,Distributors,Residential Filters,RES-003,3,27.69,26.38,0.0476,18.82,0.2863,79.13,22.66,1,8834.89,1.0476,1.0295,1.0082,0.8441,5.603,-1.8975
2023-03-01,2023,3,3,Midwest,Distributors,Residential Filters,RES-003,4,28.08,23.13,0.1764,18.82,0.1861,92.51,17.22,0,0.0,1.0034,1.0599,1.0046,0.91,5.604,-1.8975
2023-04-01,2023,4,4,Midwest,Distributors,Residential Filters,RES-003,2,30.72,29.7,0.0332,18.82,0.3661,59.39,21.74,0,0.0,1.0503,1.0598,1.0051,1.0,6.069,-1.8975
2023-05-01,2023,5,5,Midwest,Distributors,Residential Filters,RES-003,3,29.81,27.79,0.0678,18.82,0.3226,83.37,26.9,0,0.0,1.046,1.0403,1.011,1.09,4.936,-1.8975
2023-06-01,2023,6,6,Midwest,Distributors,Residential Filters,RES-003,5,26.68,24.54,0.0803,18.82,0.2329,122.7,28.58,0,0.0,1.0577,1.0475,1.0153,1.1559,5.834,-1.8975
2023-07-01,2023,7,7,Midwest,Distributors,Residential Filters,RES-003,4,26.69,25.84,0.032,18.82,0.2715,103.36,28.07,0,0.0,1.039,1.0503,1.0204,1.18,6.704,-1.8975
2023-08-01,2023,8,8,Midwest,Distributors,Residential Filters,RES-003,4,28.18,26.52,0.0591,18.82,0.2901,106.06,30.77,1,9200.51,1.0904,1.0291,1.0212,1.1559,5.713,-1.8975
2023-09-01,2023,9,9,Midwest,Distributors,Residential Filters,RES-003,4,28.11,24.61,0.1246,18.82,0.2351,98.44,23.14,1,3139.61,1.037,1.0621,1.012,1.09,6.019,-1.8975
2023-10-01,2023,10,10,Midwest,Distributors,Residential Filters,RES-003,3,30.3,27.27,0.0998,18.82,0.3098,81.82,25.35,0,0.0,1.0845,1.053,1.0264,1.0,5.396,-1.8975
2023-11-01,2023,11,11,Midwest,Distributors,Residential Filters,RES-003,3,26.73,25.11,0.0606,18.82,0.2502,75.32,18.84,0,0.0,1.0801,1.04,1.0244,0.91,5.603,-1.8975
2023-12-01,2023,12,12,Midwest,Distributors,Residential Filters,RES-003,2,29.03,28.68,0.0119,18.82,0.3438,57.37,19.72,1,9633.67,0.9917,1.009,1.0258,0.8441,6.25,-1.8975
2024-01-01,2024,1,13,Midwest,Distributors,Residential Filters,RES-003,2,30.23,28.91,0.0436,18.82,0.3489,57.82,20.17,1,6386.67,1.1046,1.0235,1.0157,0.82,4.977,-1.8975
2024-02-01,2024,2,14,Midwest,Distributors,Residential Filters,RES-003,3,28.7,24.92,0.1316,18.82,0.2446,74.76,18.29,0,0.0,1.0473,0.9935,1.0273,0.8441,6.283,-1.8975
2024-03-01,2024,3,15,Midwest,Distributors,Residential Filters,RES-003,2,30.53,26.27,0.1395,18.82,0.2836,52.55,14.9,0,0.0,1.0401,0.9901,1.0239,0.91,6.265,-1.8975
2024-04-01,2024,4,16,Midwest,Distributors,Residential Filters,RES-003,3,27.2,24.8,0.0882,18.82,0.241,74.41,17.93,0,0.0,1.0728,0.9885,1.0277,1.0,6.555,-1.8975
2024-05-01,2024,5,17,Midwest,Distributors,Residential Filters,RES-003,3,27.85,24.72,0.1126,18.82,0.2384,74.15,17.68,0,0.0,1.0283,0.9998,1.034,1.09,5.855,-1.8975
2024-06-01,2024,6,18,Midwest,Distributors,Residential Filters,RES-003,4,29.61,25.59,0.1359,18.82,0.2643,102.34,27.05,0,0.0,1.0969,1.0275,1.0454,1.1559,5.89,-1.8975
2024-07-01,2024,7,19,Midwest,Distributors,Residential Filters,RES-003,3,26.87,26.13,0.0278,18.82,0.2795,78.38,21.91,0,0.0,1.0753,0.9685,1.0272,1.18,3.907,-1.8975
2024-08-01,2024,8,20,Midwest,Distributors,Residential Filters,RES-003,4,29.0,25.07,0.1356,18.82,0.2491,100.28,24.98,1,10495.55,1.0203,0.9851,1.0368,1.1559,3.712,-1.8975
2024-09-01,2024,9,21,Midwest,Distributors,Residential Filters,RES-003,4,26.63,25.58,0.0396,18.82,0.2641,102.32,27.02,0,0.0,0.9607,0.9841,1.0379,1.09,4.769,-1.8975
2024-10-01,2024,10,22,Midwest,Distributors,Residential Filters,RES-003,2,34.59,32.48,0.061,18.82,0.4205,64.96,27.31,0,0.0,1.0085,0.9596,1.0542,1.0,7.112,-1.8975
2024-11-01,2024,11,23,Midwest,Distributors,Residential Filters,RES-003,2,28.64,26.83,0.063,18.82,0.2984,53.66,16.01,0,0.0,0.9849,0.9858,1.0456,0.91,6.335,-1.8975
2024-12-01,2024,12,24,Midwest,Distributors,Residential Filters,RES-003,2,28.99,26.88,0.073,18.82,0.2996,53.75,16.1,0,0.0,0.9866,0.9638,1.0521,0.8441,4.529,-1.8975
2025-01-01,2025,1,25,Midwest,Distributors,Residential Filters,RES-003,2,31.08,29.1,0.0638,18.82,0.353,58.19,20.54,0,0.0,1.0144,1.0386,1.049,0.82,7.752,-1.8975
2025-02-01,2025,2,26,Midwest,Distributors,Residential Filters,RES-003,3,30.51,28.9,0.053,18.82,0.3486,86.69,30.22,1,3397.91,0.9982,0.9557,1.0529,0.8441,5.942,-1.8975
2025-03-01,2025,3,27,Midwest,Distributors,Residential Filters,RES-003,3,30.73,28.04,0.0876,18.82,0.3286,84.11,27.64,1,18932.07,0.9553,0.9381,1.0543,0.91,7.31,-1.8975
2025-04-01,2025,4,28,Midwest,Distributors,Residential Filters,RES-003,2,29.11,28.8,0.0105,18.82,0.3464,57.6,19.95,0,0.0,0.9853,0.9329,1.0525,1.0,7.733,-1.8975
2025-05-01,2025,5,29,Midwest,Distributors,Residential Filters,RES-003,3,31.09,29.24,0.0597,18.82,0.3562,87.71,31.24,0,0.0,1.0118,0.9381,1.0586,1.09,7.127,-1.8975
2025-06-01,2025,6,30,Midwest,Distributors,Residential Filters,RES-003,4,27.25,25.37,0.069,18.82,0.2579,101.46,26.17,0,0.0,0.9982,0.9522,1.0633,1.1559,6.491,-1.8975
2025-07-01,2025,7,31,Midwest,Distributors,Residential Filters,RES-003,4,30.76,27.32,0.1118,18.82,0.3111,109.3,34.0,0,0.0,0.9764,1.0015,1.0592,1.18,6.757,-1.8975
2025-08-01,2025,8,32,Midwest,Distributors,Residential Filters,RES-003,4,27.15,26.49,0.0244,18.82,0.2893,105.95,30.66,0,0.0,1.0195,0.9504,1.0703,1.1559,5.959,-1.8975
2025-09-01,2025,9,33,Midwest,Distributors,Residential Filters,RES-003,3,31.25,28.92,0.0746,18.82,0.3492,86.77,30.3,0,0.0,0.9439,0.9804,1.0646,1.09,6.208,-1.8975
2025-10-01,2025,10,34,Midwest,Distributors,Residential Filters,RES-003,2,31.0,30.29,0.0227,18.82,0.3786,60.58,22.94,0,0.0,0.9999,0.9725,1.0773,1.0,6.809,-1.8975
2025-11-01,2025,11,35,Midwest,Distributors,Residential Filters,RES-003,2,29.58,29.01,0.0192,18.82,0.3511,58.01,20.37,0,0.0,0.9852,0.9631,1.0735,0.91,6.214,-1.8975
2025-12-01,2025,12,36,Midwest,Distributors,Residential Filters,RES-003,2,31.14,29.81,0.0428,18.82,0.3686,59.62,21.98,0,0.0,1.0529,0.9887,1.0733,0.8441,6.621,-1.8975
2023-01-01,2023,1,1,Midwest,Distributors,Residential Filters,RES-004,3,35.52,31.12,0.1238,22.69,0.2709,93.37,25.29,0,0.0,1.0437,1.0064,0.9968,0.82,5.5,-1.8975
2023-02-01,2023,2,2,Midwest,Distributors,Residential Filters,RES-004,3,31.11,29.18,0.0618,22.69,0.2224,87.55,19.47,0,0.0,1.0686,1.0517,0.9978,0.8441,5.903,-1.8975
2023-03-01,2023,3,3,Midwest,Distributors,Residential Filters,RES-004,3,38.45,34.8,0.0951,22.69,0.3478,104.39,36.31,0,0.0,1.0548,1.005,1.0087,0.91,4.331,-1.8975
2023-04-01,2023,4,4,Midwest,Distributors,Residential Filters,RES-004,3,34.63,33.17,0.0422,22.69,0.3159,99.52,31.43,0,0.0,1.0878,1.0503,1.007,1.0,6.017,-1.8975
2023-05-01,2023,5,5,Midwest,Distributors,Residential Filters,RES-004,5,31.18,29.13,0.0658,22.69,0.221,145.66,32.19,0,0.0,1.0585,1.0312,1.0,1.09,5.626,-1.8975
2023-06-01,2023,6,6,Midwest,Distributors,Residential Filters,RES-004,5,33.96,31.15,0.0828,22.69,0.2714,155.73,42.26,1,14987.21,1.0877,1.0405,1.0103,1.1559,5.504,-1.8975
2023-07-01,2023,7,7,Midwest,Distributors,Residential Filters,RES-004,4,34.35,33.93,0.0122,22.69,0.3312,135.74,44.96,0,0.0,1.0687,1.0256,1.0149,1.18,6.074,-1.8975
2023-08-01,2023,8,8,Midwest,Distributors,Residential Filters,RES-004,3,36.41,33.22,0.0875,22.69,0.3169,99.67,31.59,0,0.0,1.0816,1.025,1.0216,1.1559,5.567,-1.8975
2023-09-01,2023,9,9,Midwest,Distributors,Residential Filters,RES-004,3,37.8,33.94,0.1019,22.69,0.3314,101.83,33.75,0,0.0,1.054,1.0825,1.0153,1.09,8.117,-1.8975
2023-10-01,2023,10,10,Midwest,Distributors,Residential Filters,RES-004,5,33.56,31.47,0.0623,22.69,0.2788,157.33,43.86,1,20228.55,1.0927,1.0222,1.0129,1.0,5.19,-1.8975
2023-11-01,2023,11,11,Midwest,Distributors,Residential Filters,RES-004,3,38.56,36.72,0.0477,22.69,0.382,110.17,42.08,0,0.0,1.0289,1.0323,1.0207,0.91,4.053,-1.8975
2023-12-01,2023,12,12,Midwest,Distributors,Residential Filters,RES-004,4,33.2,30.79,0.0727,22.69,0.263,123.16,32.39,1,12578.32,1.1182,0.9643,1.0286,0.8441,8.12,-1.8975
2024-01-01,2024,1,13,Midwest,Distributors,Residential Filters,RES-004,2,40.0,40.0,0.0,22.69,0.4327,80.01,34.62,0,0.0,1.143,1.0076,1.0251,0.82,3.362,-1.8975
2024-02-01,2024,2,14,Midwest,Distributors,Residential Filters,RES-004,2,41.72,38.3,0.0819,22.69,0.4074,76.59,31.21,0,0.0,1.0402,1.0169,1.0327,0.8441,3.465,-1.8975
2024-03-01,2024,3,15,Midwest,Distributors,Residential Filters,RES-004,3,37.31,31.66,0.1514,22.69,0.2832,94.99,26.9,1,7206.99,1.0725,1.0148,1.0263,0.91,6.626,-1.8975
2024-04-01,2024,4,16,Midwest,Distributors,Residential Filters,RES-004,2,41.13,40.11,0.0249,22.69,0.4341,80.21,34.82,0,0.0,1.0717,1.0063,1.0269,1.0,8.081,-1.8975
2024-05-01,2024,5,17,Midwest,Distributors,Residential Filters,RES-004,4,35.14,31.31,0.1089,22.69,0.2752,125.25,34.47,0,0.0,1.0872,0.9728,1.0379,1.09,5.827,-1.8975
2024-06-01,2024,6,18,Midwest,Distributors,Residential Filters,RES-004,5,34.72,32.4,0.0669,22.69,0.2996,162.0,48.53,0,0.0,1.0292,0.9768,1.0313,1.1559,3.208,-1.8975
2024-07-01,2024,7,19,Midwest,Distributors,Residential Filters,RES-004,4,42.13,37.82,0.1022,22.69,0.4,151.28,60.51,1,19740.41,1.0226,1.0001,1.0312,1.18,4.912,-1.8975
2024-08-01,2024,8,20,Midwest,Distributors,Residential Filters,RES-004,3,36.11,35.11,0.0277,22.69,0.3537,105.34,37.26,0,0.0,1.0015,1.0073,1.0384,1.1559,4.45,-1.8975
2024-09-01,2024,9,21,Midwest,Distributors,Residential Filters,RES-004,4,36.65,32.99,0.0998,22.69,0.3121,131.97,41.19,1,16769.88,1.0259,0.9703,1.0407,1.09,6.163,-1.8975
2024-10-01,2024,10,22,Midwest,Distributors,Residential Filters,RES-004,2,40.05,38.85,0.0298,22.69,0.4159,77.71,32.32,0,0.0,1.0211,0.9689,1.0442,1.0,5.731,-1.8975
2024-11-01,2024,11,23,Midwest,Distributors,Residential Filters,RES-004,3,40.2,37.63,0.0639,22.69,0.397,112.9,44.82,0,0.0,1.0267,0.9624,1.0533,0.91,5.091,-1.8975
2024-12-01,2024,12,24,Midwest,Distributors,Residential Filters,RES-004,3,38.25,34.96,0.0861,22.69,0.3508,104.87,36.79,1,6556.57,0.9977,0.997,1.055,0.8441,5.328,-1.8975
2025-01-01,2025,1,25,Midwest,Distributors,Residential Filters,RES-004,2,41.24,39.0,0.0544,22.69,0.4181,77.99,32.61,1,14638.29,1.0387,0.9255,1.0502,0.82,7.522,-1.8975
2025-02-01,2025,2,26,Midwest,Distributors,Residential Filters,RES-004,3,32.05,31.77,0.0086,22.69,0.2857,95.31,27.23,0,0.0,0.9608,0.9331,1.054,0.8441,6.301,-1.8975
2025-03-01,2025,3,27,Midwest,Distributors,Residential Filters,RES-004,2,42.67,39.68,0.0702,22.69,0.428,79.36,33.97,0,0.0,0.9608,0.9322,1.0649,0.91,4.216,-1.8975
2025-04-01,2025,4,28,Midwest,Distributors,Residential Filters,RES-004,3,41.36,38.16,0.0773,22.69,0.4054,114.49,46.41,0,0.0,1.0054,0.9652,1.063,1.0,8.477,-1.8975
2025-05-01,2025,5,29,Midwest,Distributors,Residential Filters,RES-004,3,38.09,34.23,0.1013,22.69,0.337,102.69,34.61,0,0.0,0.9669,0.9564,1.06,1.09,5.813,-1.8975
2025-06-01,2025,6,30,Midwest,Distributors,Residential Filters,RES-004,3,34.36,33.13,0.0358,22.69,0.3151,99.4,31.32,0,0.0,0.9871,0.9662,1.0547,1.1559,7.129,-1.8975
2025-07-01,2025,7,31,Midwest,Distributors,Residential Filters,RES-004,3,41.45,38.78,0.0642,22.69,0.4149,116.35,48.27,0,0.0,1.0294,0.9664,1.057,1.18,5.68,-1.8975
2025-08-01,2025,8,32,Midwest,Distributors,Residential Filters,RES-004,5,35.7,33.99,0.0479,22.69,0.3323,169.94,56.47,0,0.0,0.9833,0.9513,1.0683,1.1559,5.097,-1.8975
2025-09-01,2025,9,33,Midwest,Distributors,Residential Filters,RES-004,3,39.85,36.16,0.0926,22.69,0.3724,108.47,40.39,0,0.0,1.0142,0.9698,1.064,1.09,5.747,-1.8975
2025-10-01,2025,10,34,Midwest,Distributors,Residential Filters,RES-004,5,36.36,33.58,0.0764,22.69,0.3242,167.9,54.43,1,18859.14,1.0493,0.9494,1.0699,1.0,5.468,-1.8975
2025-11-01,2025,11,35,Midwest,Distributors,Residential Filters,RES-004,2,38.94,37.91,0.0264,22.69,0.4014,75.82,30.44,0,0.0,1.0068,0.9642,1.0699,0.91,5.385,-1.8975
2025-12-01,2025,12,36,Midwest,Distributors,Residential Filters,RES-004,2,36.78,34.38,0.0655,22.69,0.3398,68.75,23.36,0,0.0,1.1112,0.9738,1.0774,0.8441,5.422,-1.8975
2023-01-01,2023,1,1,Midwest,Distributors,Residential Filters,RES-005,3,28.27,25.63,0.0933,18.09,0.2944,76.9,22.64,0,0.0,0.9738,1.064,0.9986,0.82,6.557,-1.8975
2023-02-01,2023,2,2,Midwest,Distributors,Residential Filters,RES-005,3,31.91,30.63,0.0402,18.09,0.4094,91.88,37.62,1,7088.86,0.9537,1.0347,1.0061,0.8441,5.983,-1.8975
2023-03-01,2023,3,3,Midwest,Distributors,Residential Filters,RES-005,3,28.0,26.08,0.0687,18.09,0.3063,78.23,23.96,0,0.0,0.9932,1.0482,1.0034,0.91,6.971,-1.8975
2023-04-01,2023,4,4,Midwest,Distributors,Residential Filters,RES-005,3,30.15,26.96,0.1057,18.09,0.3291,80.88,26.62,0,0.0,1.0269,1.0467,0.9968,1.0,6.601,-1.8975
2023-05-01,2023,5,5,Midwest,Distributors,Residential Filters,RES-005,3,30.1,28.19,0.0635,18.09,0.3584,84.57,30.31,0,0.0,0.9516,1.0223,1.0015,1.09,6.001,-1.8975
2023-06-01,2023,6,6,Midwest,Distributors,Residential Filters,RES-005,4,29.04,26.85,0.0756,18.09,0.3263,107.39,35.04,0,0.0,0.9719,1.0366,1.0165,1.1559,4.554,-1.8975
2023-07-01,2023,7,7,Midwest,Distributors,Residential Filters,RES-005,7,25.6,23.58,0.0789,18.09,0.2329,165.06,38.45,0,0.0,1.0211,1.0464,0.9977,1.18,5.235,-1.8975
2023-08-01,2023,8,8,Midwest,Distributors,Residential Filters,RES-005,4,28.85,26.51,0.0809,18.09,0.3178,106.05,33.7,1,18106.92,0.9578,1.0739,1.0156,1.1559,5.78,-1.8975
2023-09-01,2023,9,9,Midwest,Distributors,Residential Filters,RES-005,4,32.05,27.13,0.1535,18.09,0.3332,108.51,36.16,0,0.0,0.986,1.0296,1.0196,1.09,4.934,-1.8975
2023-10-01,2023,10,10,Midwest,Distributors,Residential Filters,RES-005,4,30.98,28.14,0.0917,18.09,0.3573,112.57,40.22,0,0.0,1.0914,1.0382,1.0094,1.0,6.906,-1.8975
2023-11-01,2023,11,11,Midwest,Distributors,Residential Filters,RES-005,2,29.77,28.33,0.0483,18.09,0.3615,56.65,20.48,0,0.0,1.0465,1.0123,1.0238,0.91,3.549,-1.8975
2023-12-01,2023,12,12,Midwest,Distributors,Residential Filters,RES-005,3,26.68,23.81,0.1077,18.09,0.2404,71.43,17.17,0,0.0,0.9927,0.97,1.0212,0.8441,6.526,-1.8975
2024-01-01,2024,1,13,Midwest,Distributors,Residential Filters,RES-005,2,31.68,27.38,0.1358,18.09,0.3393,54.75,18.58,0,0.0,1.0275,1.0047,1.022,0.82,4.096,-1.8975
2024-02-01,2024,2,14,Midwest,Distributors,Residential Filters,RES-005,3,31.27,28.73,0.0811,18.09,0.3704,86.19,31.93,1,6647.32,0.9832,0.9879,1.0278,0.8441,5.035,-1.8975
2024-03-01,2024,3,15,Midwest,Distributors,Residential Filters,RES-005,3,32.56,31.75,0.0249,18.09,0.4303,95.24,40.98,1,8817.73,1.0149,0.9923,1.0259,0.91,2.651,-1.8975
2024-04-01,2024,4,16,Midwest,Distributors,Residential Filters,RES-005,4,30.28,25.85,0.1466,18.09,0.3002,103.38,31.03,1,20101.27,1.0383,0.9855,1.0302,1.0,4.487,-1.8975
2024-05-01,2024,5,17,Midwest,Distributors,Residential Filters,RES-005,3,32.35,30.68,0.0517,18.09,0.4104,92.03,37.77,0,0.0,0.9499,0.9822,1.0345,1.09,6.568,-1.8975
2024-06-01,2024,6,18,Midwest,Distributors,Residential Filters,RES-005,3,30.23,29.34,0.0296,18.09,0.3835,88.01,33.75,0,0.0,1.0012,0.9683,1.0391,1.1559,3.272,-1.8975
2024-07-01,2024,7,19,Midwest,Distributors,Residential Filters,RES-005,7,30.75,25.18,0.1814,18.09,0.2816,176.23,49.62,1,16160.5,0.9303,0.974,1.0377,1.18,6.006,-1.8975
2024-08-01,2024,8,20,Midwest,Distributors,Residential Filters,RES-005,4,27.96,27.15,0.0289,18.09,0.3338,108.6,36.25,1,4581.92,0.937,0.9809,1.052,1.1559,7.059,-1.8975
2024-09-01,2024,9,21,Midwest,Distributors,Residential Filters,RES-005,5,28.73,25.88,0.099,18.09,0.3012,129.41,38.98,1,6059.77,0.8657,0.9574,1.0366,1.09,4.807,-1.8975
2024-10-01,2024,10,22,Midwest,Distributors,Residential Filters,RES-005,3,30.34,28.63,0.0564,18.09,0.3683,85.9,31.64,0,0.0,0.9659,0.9608,1.0352,1.0,5.265,-1.8975
2024-11-01,2024,11,23,Midwest,Distributors,Residential Filters,RES-005,3,30.64,26.71,0.1285,18.09,0.3227,80.12,25.86,0,0.0,0.949,0.9824,1.0506,0.91,6.511,-1.8975
2024-12-01,2024,12,24,Midwest,Distributors,Residential Filters,RES-005,3,32.11,26.71,0.1682,18.09,0.3229,80.13,25.87,1,12451.33,0.9541,0.9369,1.0488,0.8441,4.914,-1.8975
2025-01-01,2025,1,25,Midwest,Distributors,Residential Filters,RES-005,4,25.81,23.03,0.1078,18.09,0.2147,92.13,19.78,1,6038.01,0.8422,0.9672,1.0471,0.82,5.897,-1.8975
2025-02-01,2025,2,26,Midwest,Distributors,Residential Filters,RES-005,3,28.77,26.86,0.0665,18.09,0.3265,80.57,26.31,1,8235.9,0.9507,0.9584,1.0497,0.8441,7.783,-1.8975
2025-03-01,2025,3,27,Midwest,Distributors,Residential Filters,RES-005,4,31.08,26.33,0.1527,18.09,0.3132,105.34,32.99,1,10723.73,0.9225,0.9809,1.0484,0.91,9.682,-1.8975
2025-04-01,2025,4,28,Midwest,Distributors,Residential Filters,RES-005,2,32.05,31.16,0.0278,18.09,0.4196,62.33,26.15,0,0.0,0.9318,0.9601,1.0595,1.0,5.994,-1.8975
2025-05-01,2025,5,29,Midwest,Distributors,Residential Filters,RES-005,4,29.97,27.23,0.0912,18.09,0.3358,108.93,36.58,1,18867.44,0.8978,0.9533,1.0513,1.09,3.685,-1.8975
2025-06-01,2025,6,30,Midwest,Distributors,Residential Filters,RES-005,3,31.51,27.75,0.1193,18.09,0.3482,83.24,28.98,0,0.0,0.8819,0.9508,1.0566,1.1559,5.555,-1.8975
2025-07-01,2025,7,31,Midwest,Distributors,Residential Filters,RES-005,4,30.57,29.01,0.0512,18.09,0.3765,116.04,43.69,1,20495.95,0.9102,0.9189,1.068,1.18,5.053,-1.8975
2025-08-01,2025,8,32,Midwest,Distributors,Residential Filters,RES-005,3,33.5,31.13,0.0707,18.09,0.419,93.39,39.13,0,0.0,0.8915,0.9897,1.0665,1.1559,3.156,-1.8975
2025-09-01,2025,9,33,Midwest,Distributors,Residential Filters,RES-005,3,30.54,29.55,0.0324,18.09,0.388,88.66,34.4,0,0.0,0.9178,0.9459,1.0624,1.09,6.265,-1.8975
2025-10-01,2025,10,34,Midwest,Distributors,Residential Filters,RES-005,2,34.84,30.74,0.1178,18.09,0.4116,61.48,25.3,1,20460.61,0.8858,0.9228,1.0711,1.0,4.771,-1.8975
2025-11-01,2025,11,35,Midwest,Distributors,Residential Filters,RES-005,3,30.47,28.15,0.0762,18.09,0.3574,84.44,30.17,0,0.0,0.8649,0.9537,1.0666,0.91,7.329,-1.8975
2025-12-01,2025,12,36,Midwest,Distributors,Residential Filters,RES-005,2,28.9,26.78,0.0734,18.09,0.3245,53.55,17.38,0,0.0,0.9331,0.9203,1.0704,0.8441,4.738,-1.8975
2023-01-01,2023,1,1,Midwest,Distributors,Residential Filters,RES-006,2,30.11,27.82,0.0762,20.51,0.2628,55.64,14.62,0,0.0,0.9905,1.0627,1.0058,0.82,8.611,-1.8975
2023-02-01,2023,2,2,Midwest,Distributors,Residential Filters,RES-006,4,28.89,23.98,0.17,20.51,0.1448,95.91,13.89,0,0.0,1.0246,1.067,1.0043,0.8441,5.736,-1.8975
2023-03-01,2023,3,3,Midwest,Distributors,Residential Filters,RES-006,3,32.74,29.69,0.0931,20.51,0.3093,89.07,27.55,1,16059.8,1.0326,1.0561,1.003,0.91,3.639,-1.8975
